date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:44:29	33836/33836	---M--	200	added ('OK')	image/jpeg	date:Sun,%2020%20Feb%202022%2018:38:32%20GMT	img/service-6.jpg	D:/Pooja/Unified%20Bills/Website/img/service-6.jpg	(from home-1.html)
15:44:30	57616/57616	---M--	200	added ('OK')	image/jpeg	date:Sun,%2020%20Feb%202022%2018:39:20%20GMT	img/project-lg-4.jpg	D:/Pooja/Unified%20Bills/Website/img/project-lg-4.jpg	(from home-1.html)
15:44:30	3464/3464	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Feb%202022%2018:22:14%20GMT	img/logo/logo-1.png	D:/Pooja/Unified%20Bills/Website/img/logo/logo-1.png	(from about-1.html)
15:44:33	3753/3753	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Feb%202022%2018:23:40%20GMT	img/logo/logo-2.png	D:/Pooja/Unified%20Bills/Website/img/logo/logo-2.png	(from about-1.html)
15:44:33	5421/5421	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Feb%202022%2018:24:36%20GMT	img/logo/logo-3.png	D:/Pooja/Unified%20Bills/Website/img/logo/logo-3.png	(from about-1.html)
15:44:34	4429/4429	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Feb%202022%2018:25:16%20GMT	img/logo/logo-4.png	D:/Pooja/Unified%20Bills/Website/img/logo/logo-4.png	(from about-1.html)
15:44:35	4616/4616	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Feb%202022%2018:26:18%20GMT	img/logo/logo-5.png	D:/Pooja/Unified%20Bills/Website/img/logo/logo-5.png	(from about-1.html)
15:44:36	4208/4208	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Feb%202022%2018:27:02%20GMT	img/logo/logo-6.png	D:/Pooja/Unified%20Bills/Website/img/logo/logo-6.png	(from about-1.html)
15:44:37	3621/3621	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Feb%202022%2018:28:08%20GMT	img/logo/logo-7.png	D:/Pooja/Unified%20Bills/Website/img/logo/logo-7.png	(from about-1.html)
15:44:38	4924/4924	---M--	200	added ('OK')	image/png	date:Sun,%2027%20Feb%202022%2018:29:04%20GMT	img/logo/logo-8.png	D:/Pooja/Unified%20Bills/Website/img/logo/logo-8.png	(from about-1.html)
15:44:39	44550/44550	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2000:50:50%20GMT	img/blog-lg-1.jpg	D:/Pooja/Unified%20Bills/Website/img/blog-lg-1.jpg	(from service-detail.html)
15:44:40	56683/56683	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2000:52:30%20GMT	img/blog-lg-2.jpg	D:/Pooja/Unified%20Bills/Website/img/blog-lg-2.jpg	(from service-detail.html)
15:44:41	34853/34853	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2000:52:46%20GMT	img/blog-lg-3.jpg	D:/Pooja/Unified%20Bills/Website/img/blog-lg-3.jpg	(from pricing.html)
15:44:42	3468/3468	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2000:58:22%20GMT	img/blog-sm-1.jpg	D:/Pooja/Unified%20Bills/Website/img/blog-sm-1.jpg	(from blog-list.html)
15:44:42	3750/3750	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2000:58:38%20GMT	img/blog-sm-2.jpg	D:/Pooja/Unified%20Bills/Website/img/blog-sm-2.jpg	(from blog-list.html)
15:44:43	3132/3132	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2000:58:52%20GMT	img/blog-sm-3.jpg	D:/Pooja/Unified%20Bills/Website/img/blog-sm-3.jpg	(from blog-list.html)
15:44:44	3496/3496	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2001:13:22%20GMT	img/user-1.jpg	D:/Pooja/Unified%20Bills/Website/img/user-1.jpg	(from blog-detail.html)
15:44:45	2953/2953	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2001:14:16%20GMT	img/user-2.jpg	D:/Pooja/Unified%20Bills/Website/img/user-2.jpg	(from blog-detail.html)
15:44:46	3244/3244	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Mar%202022%2001:14:52%20GMT	img/user-3.jpg	D:/Pooja/Unified%20Bills/Website/img/user-3.jpg	(from blog-detail.html)
15:44:47	14877/14877	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2011%20Aug%202020%2022:10:54%20GMT	mail/jqBootstrapValidation.min.js	D:/Pooja/Unified%20Bills/Website/mail/jqBootstrapValidation.min.js	(from contact.html)
15:44:48	2521/2521	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2030%20Aug%202021%2015:48:58%20GMT	mail/contact-form.js	D:/Pooja/Unified%20Bills/Website/mail/contact-form.js	(from contact.html)
15:44:48	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css)
